ID,Director_id,DVDList_id
259,0000014,209700
260,0000014,209709
261,0000014,18100
262,0000014,106157
263,0000014,121161
264,0000014,182586
265,0000014,216146
266,0000014,18101
267,0000014,106120
268,0000014,19424
269,0000014,3678
270,0000014,105935
271,0000014,123994
272,0000015,21627
273,0000016,6609
274,0000016,5061
275,0000016,16535
276,0000016,62041
277,0000016,161937
278,0000016,202486
279,0000017,23881
280,0000018,36451
281,0000019,15554
282,0000020,28579
283,0000020,41060
284,0000020,107047
285,0000020,39029
286,0000020,37284
287,0000020,20763
288,0000020,15180
289,0000020,224196
290,0000020,41131
291,0000020,154354
292,0000021,36480
293,0000022,16227
294,0000022,9690
295,0000023,17262
296,0000024,10482
297,0000024,12143
298,0000025,10262
299,0000025,176885
300,0000025,16413
301,0000025,110576
302,0000025,17880
303,0000025,67167
304,0000025,135080
305,0000025,176883
306,0000025,10152
307,0000025,54705
308,0000025,70640
309,0000025,79055
310,0000025,229034
311,0000025,229105
312,0000025,10111
313,0000025,79156
314,0000025,10122
315,0000025,27630
316,0000025,21006
317,0000025,10174
318,0000025,8964
319,0000025,59894
320,0000025,167539
321,0000025,13497
322,0000025,27510
323,0000025,62931
324,0000025,78518
325,0000025,17874
326,0000025,24924
327,0000025,16343
328,0000025,16397
329,0000025,24927
330,0000025,52271
331,0000025,59108
332,0000025,89706
333,0000025,195669
334,0000026,13191
335,0000026,29776
336,0000026,40654
337,0000026,43476
338,0000026,48890
339,0000026,48931
340,0000026,71820
341,0000026,79298
342,0000026,80283
343,0000026,107328
344,0000026,110446
345,0000026,117828
346,0000026,127846
347,0000026,127852
348,0000026,132980
349,0000026,134040
350,0000026,164370
351,0000026,177537
352,0000026,177569
353,0000026,179874
354,0000026,179881
355,0000026,179898
356,0000026,179960
357,0000026,191237
358,0000026,191259
359,0000026,209086
360,0000026,222937
361,0000026,222963
362,0000026,48923
363,0000026,48941
364,0000026,52013
365,0000026,52021
366,0000026,52046
367,0000026,52071
368,0000026,52132
369,0000026,62960
370,0000026,71826
371,0000026,71830
372,0000026,107329
373,0000026,107331
374,0000026,110434
375,0000026,110444
376,0000026,127826
377,0000026,127839
378,0000026,134051
379,0000026,139722
380,0000026,139730
381,0000026,164328
382,0000026,209010
383,0000026,222961
384,0000026,222983
385,0000026,79564
386,0000026,79568
387,0000026,79569
388,0000026,81186
389,0000026,91532
390,0000026,91640
391,0000026,131060
392,0000026,170722
393,0000026,186785
394,0000026,143621
395,0000026,143615
396,0000026,143610
397,0000026,143609
398,0000026,170719
399,0000026,186722
400,0000026,13191
401,0000026,29776
402,0000026,40654
403,0000026,43476
404,0000026,48890
405,0000026,48931
406,0000026,71820
407,0000026,79298
408,0000026,80283
409,0000026,107328
410,0000026,110446
411,0000026,117828
412,0000026,127846
413,0000026,127852
414,0000026,132980
415,0000026,134040
416,0000026,164370
417,0000026,177537
418,0000026,177569
419,0000026,179874
420,0000026,179881
421,0000026,179898
422,0000026,179960
423,0000026,191237
424,0000026,191259
425,0000026,209086
426,0000026,222937
427,0000026,222963
428,0000027,41051
429,0000027,45439
430,0000028,29139
431,0000029,25513
432,0000030,11084
433,0000030,11093
434,0000030,138968
435,0000030,194619
436,0000031,44279
437,0000031,44298
438,0000031,51722
439,0000031,51738
440,0000031,57170
441,0000031,57174
442,0000031,61392
443,0000031,61422
444,0000031,65640
445,0000031,65641
446,0000031,73339
447,0000031,77015
448,0000031,77059
449,0000031,83775
450,0000031,83780
451,0000031,88912
452,0000031,88927
453,0000031,69528
454,0000031,92466
455,0000031,116207
456,0000031,127799
457,0000031,167849
458,0000031,192209
459,0000031,217493
460,0000031,75694
461,0000031,84675
462,0000031,90591
463,0000031,98863
464,0000031,107350
465,0000031,116080
466,0000031,150468
467,0000031,190991
468,0000031,84251
469,0000031,105937
470,0000031,120537
471,0000031,120547
472,0000031,122785
473,0000031,122787
474,0000031,130574
475,0000031,130657
476,0000031,143137
477,0000031,143189
478,0000031,143192
479,0000031,143242
480,0000031,202163
481,0000031,202183
482,0000031,214270
483,0000031,214277
484,0000031,214293
485,0000031,214302
486,0000031,91915
487,0000031,138827
488,0000032,34295
489,0000032,59725
490,0000032,115143
491,0000033,10294
492,0000033,203860
493,0000033,203870
494,0000034,14003
495,0000035,5878
496,0000035,31200
497,0000035,43038
498,0000035,111374
499,0000035,163500
500,0000036,8501
501,0000036,32245
502,0000036,66347
503,0000036,110514
504,0000036,113547
505,0000036,122960
506,0000036,123135
507,0000036,140302
508,0000037,1904
509,0000038,11063
510,0000038,16159
511,0000038,77624
512,0000039,24243
513,0000039,112850
514,0000039,112975
515,0000039,124531
516,0000039,172014
517,0000039,187477
518,0000039,73132
519,0000039,73177
520,0000039,74949
521,0000039,100333
522,0000039,128077
523,0000039,130704
524,0000039,203847
525,0000039,41024
526,0000039,51209
527,0000039,51400
528,0000039,51441
529,0000039,61602
530,0000039,90010
531,0000039,94399
532,0000039,94477
533,0000039,122977
534,0000039,69878
535,0000039,83162
536,0000039,100484
537,0000039,103733
538,0000039,176915
539,0000039,181207
540,0000039,181259
541,0000039,183294
542,0000039,183382
543,0000039,228016
544,0000039,151673
545,0000039,162457
546,0000039,206969
547,0000040,8011
548,0000041,27704
549,0000041,51735
550,0000041,75925
551,0000041,35774
552,0000042,29137
553,0000042,105697
554,0000042,110092
555,0000042,203949
556,0000043,29255
557,0000043,49050
558,0000043,65138
559,0000043,91677
560,0000043,91702
561,0000043,91752
562,0000043,92182
563,0000043,106967
564,0000043,119096
565,0000043,171394
566,0000043,193807
567,0000043,220755
568,0000044,37870
569,0000044,47971
570,0000044,117446
571,0000044,48512
572,0000044,59584
573,0000044,131447
574,0000044,62606
575,0000044,133299
576,0000044,64023
577,0000044,128385
578,0000044,64991
579,0000044,66562
580,0000044,67587
581,0000044,86327
582,0000044,96711
583,0000045,33866
584,0000045,90903
585,0000045,90916
586,0000045,140074
587,0000045,41349
588,0000045,60807
589,0000045,165868
590,0000046,18252
591,0000046,44417
592,0000046,186572
593,0000047,21421
594,0000047,120188
595,0000047,155672
596,0000047,121048
597,0000047,165387
598,0000048,11733
599,0000048,61944
600,0000048,61946
601,0000048,133421
602,0000049,2931
603,0000049,99635
604,0000049,134651
605,0000050,14672
606,0000050,56806
607,0000051,28770
608,0000051,181846
609,0000052,38383
610,0000052,65088
611,0000052,137481
612,0000052,204558
613,0000053,38899
614,0000053,93710
615,0000053,46946
616,0000054,27076
617,0000054,47439
618,0000054,77291
619,0000054,112980
620,0000055,2016
621,0000055,41144
622,0000055,41145
623,0000055,41152
624,0000055,41156
625,0000055,41160
626,0000055,41183
627,0000055,41187
628,0000055,41205
629,0000055,166171
630,0000055,18007
631,0000055,18008
632,0000055,41180
633,0000055,66553
634,0000055,69153
635,0000055,99674
636,0000055,164285
637,0000055,8727
638,0000055,9489
639,0000055,9490
640,0000055,10544
641,0000055,10612
642,0000055,11054
643,0000055,11055
644,0000055,18006
645,0000055,49003
646,0000055,80295
647,0000055,26072
648,0000055,30296
649,0000055,30722
650,0000055,33180
651,0000055,40402
652,0000055,40411
653,0000055,40414
654,0000055,40457
655,0000055,49009
656,0000055,82439
657,0000055,91796
658,0000055,99047
659,0000055,103870
660,0000055,109376
661,0000055,113789
662,0000055,125510
663,0000055,186205
664,0000055,188907
665,0000055,215979
666,0000055,186205
667,0000055,188907
668,0000055,215979
669,0000056,42780
670,0000056,34714
671,0000056,38605
672,0000056,61118
673,0000056,221361
674,0000056,21975
675,0000056,43991
676,0000057,28794
677,0000057,28796
678,0000057,144273
679,0000058,6799
680,0000058,36455
681,0000058,79678
682,0000058,66099
683,0000058,161379
684,0000058,163276
685,0000058,170445
686,0000058,223119
687,0000059,37261
688,0000059,75291
689,0000059,99520
690,0000060,27490
691,0000060,55759
692,0000060,110320
693,0000060,123143
694,0000060,124180
695,0000060,124292
696,0000060,134391
697,0000060,134401
698,0000060,134419
699,0000060,134421
700,0000060,208561
701,0000060,208612
702,0000061,40231
703,0000061,66684
704,0000061,110179
705,0000061,110208
706,0000061,91417
707,0000061,110189
708,0000061,110190
709,0000061,142046
710,0000061,171545
711,0000061,171485
712,0000061,171456
713,0000061,191045
714,0000062,11115
715,0000062,11116
716,0000062,33895
717,0000062,42859
718,0000062,9447
719,0000062,24223
720,0000062,17586
721,0000062,17587
722,0000062,17588
723,0000062,17589
724,0000062,61943
725,0000062,537
726,0000062,538
727,0000062,539
728,0000062,540
729,0000062,541
730,0000062,542
731,0000062,543
732,0000062,544
733,0000062,961
734,0000062,962
735,0000062,963
736,0000062,964
737,0000062,8523
738,0000062,8524
739,0000062,48635
740,0000062,50024
741,0000062,50030
742,0000062,50036
743,0000062,50051
744,0000062,57261
745,0000062,8726
746,0000062,9488
747,0000062,10153
748,0000062,21595
749,0000062,32319
750,0000062,2388
751,0000062,24217
752,0000062,26249
753,0000062,23962
754,0000062,20401
755,0000062,20825
756,0000062,20826
757,0000062,94217
758,0000062,99106
759,0000062,99138
760,0000062,102458
761,0000062,106180
762,0000062,110574
763,0000062,116237
764,0000062,120631
765,0000062,144574
766,0000062,170862
767,0000062,179495
768,0000062,189946
769,0000062,215986
770,0000063,3832
771,0000063,70596
772,0000063,3517
773,0000063,70621
774,0000064,3312
775,0000064,21092
776,0000065,43097
777,0000065,30762
778,0000065,67687
779,0000065,77445
780,0000065,54732
781,0000065,150680
782,0000065,68836
783,0000065,73170
784,0000065,73369
785,0000065,88732
786,0000065,88965
787,0000065,116309
788,0000065,88972
789,0000065,94653
790,0000065,116267
791,0000065,98639
792,0000065,100496
793,0000065,113886
794,0000065,126524
795,0000065,126509
796,0000065,126471
797,0000066,16206
798,0000066,39697
799,0000066,31868
800,0000067,8382
801,0000067,61538
802,0000067,61636
803,0000067,76115
804,0000067,134668
805,0000067,173324
806,0000068,13984
807,0000068,39651
808,0000068,39669
809,0000069,6699
810,0000070,38249
811,0000070,49509
812,0000070,58684
813,0000070,58705
814,0000070,75857
815,0000070,206748
816,0000070,206770
817,0000071,2187
818,0000071,51318
819,0000071,52840
820,0000071,77716
821,0000071,92710
822,0000071,190573
823,0000071,51484
824,0000071,76401
825,0000071,51594
826,0000071,88405
827,0000071,118604
828,0000071,190603
829,0000072,26248
830,0000072,26292
831,0000073,26184
832,0000073,215145
833,0000073,222675
834,0000074,35160
835,0000074,117159
836,0000074,40734
837,0000074,117399
838,0000074,30271
839,0000074,117163
840,0000074,48289
841,0000074,67711
842,0000074,94669
843,0000074,99500
844,0000074,150946
845,0000075,14153
846,0000075,18083
847,0000075,25473
848,0000075,26923
849,0000075,27534
850,0000075,37123
851,0000075,42204
852,0000075,49757
853,0000075,60040
854,0000075,71735
855,0000075,78650
856,0000075,81172
857,0000075,92489
858,0000075,92500
859,0000075,96561
860,0000075,104933
861,0000075,108752
862,0000075,132098
863,0000075,142291
864,0000075,142294
865,0000075,142296
866,0000075,142298
867,0000075,142301
868,0000075,142310
869,0000075,142326
870,0000075,142332
871,0000075,142336
872,0000075,142344
873,0000075,142354
874,0000075,19401
875,0000075,203102
876,0000075,209683
877,0000075,50949
878,0000075,60312
879,0000076,9147
880,0000076,180231
881,0000076,9112
882,0000076,62643
883,0000076,101860
884,0000077,40993
885,0000077,44557
886,0000077,47636
887,0000077,79436
888,0000077,79484
889,0000077,84639
890,0000077,93717
891,0000077,171078
892,0000077,10112
893,0000077,9793
894,0000077,181040
895,0000077,203217
896,0000077,20731
897,0000077,10689
898,0000077,202425
899,0000077,202475
900,0000077,26140
901,0000077,6499
902,0000077,48190
903,0000077,50087
904,0000077,82877
905,0000077,190518
906,0000077,13604
907,0000077,135781
908,0000077,29050
909,0000077,132811
910,0000077,1648
911,0000077,1649
912,0000077,7639
913,0000077,60535
914,0000077,81889
915,0000077,93458
916,0000077,106794
917,0000077,3290
918,0000077,67004
919,0000077,23312
920,0000077,39285
921,0000077,7837
922,0000077,48504
923,0000077,6309
924,0000077,9389
925,0000077,56040
926,0000077,60916
927,0000077,61028
928,0000077,63114
929,0000077,63184
930,0000077,55490
931,0000077,92663
932,0000077,65356
933,0000077,129319
934,0000077,75508
935,0000077,83018
936,0000077,76561
937,0000077,141664
938,0000077,206837
939,0000077,204512
940,0000077,217296
941,0000078,34427
942,0000078,34429
943,0000078,65127
944,0000078,99796
945,0000078,99812
946,0000078,111628
947,0000079,19980
948,0000080,4083
949,0000080,8693
950,0000080,9497
951,0000080,11011
952,0000080,48558
953,0000080,62774
954,0000080,66368
955,0000080,69218
956,0000080,116049
957,0000080,67617
958,0000080,81747
959,0000080,104510
960,0000080,104585
961,0000080,139832
962,0000080,84262
963,0000080,127433
964,0000080,140341
965,0000081,10584
966,0000082,8315
967,0000083,36555
968,0000083,229081
969,0000084,30460
970,0000085,42192
971,0000085,199702
972,0000085,205879
973,0000085,211819
974,0000086,3209
975,0000086,29735
976,0000086,58781
977,0000087,20815
978,0000088,8376
979,0000089,12306
980,0000089,63529
981,0000090,12641
982,0000090,60772
983,0000090,71714
984,0000090,101871
985,0000090,105549
986,0000090,114105
987,0000090,114090
988,0000090,121190
989,0000090,121197
990,0000090,134360
991,0000090,134362
992,0000090,141461
993,0000090,141466
994,0000090,226027
995,0000090,226038
996,0000090,226100
997,0000090,226133
998,0000090,226149
999,0000090,226155
1000,0000090,228648
1001,0000090,228666
1002,0000090,228667
1003,0000090,228696
1004,0000090,228728
1005,0000090,228790
1006,0000090,204436
1007,0000090,218910
1008,0000090,218924
1009,0000091,12193
1010,0000091,81955
1011,0000091,119875
1012,0000091,55171
1013,0000091,68183
1014,0000091,68400
1015,0000091,75499
1016,0000091,77754
1017,0000091,85756
1018,0000091,86285
1019,0000091,139824
1020,0000091,168879
1021,0000091,173040
1022,0000091,173018
1023,0000091,176181
1024,0000091,185515
1025,0000091,197764
1026,0000091,202224
1027,0000091,222528
1028,0000091,60464
1029,0000091,70109
1030,0000091,70135
1031,0000091,70168
1032,0000091,80264
1033,0000091,61656
1034,0000092,18358
1035,0000092,77645
1036,0000092,84929
1037,0000092,84972
1038,0000092,91517
1039,0000092,107341
1040,0000092,115161
1041,0000092,200060
1042,0000092,200568
1043,0000092,204446
1044,0000093,6877
1045,0000093,45594
1046,0000094,2307
1047,0000094,2308
1048,0000094,5793
1049,0000094,8865
1050,0000094,16907
1051,0000094,19026
1052,0000094,24306
1053,0000094,24307
1054,0000094,24315
1055,0000094,25799
1056,0000094,25805
1057,0000094,38268
1058,0000094,41454
1059,0000094,42947
1060,0000094,43969
1061,0000094,50556
1062,0000094,53953
1063,0000094,58352
1064,0000094,58370
1065,0000094,60376
1066,0000094,61164
1067,0000094,70325
1068,0000094,71461
1069,0000094,83873
1070,0000094,83881
1071,0000094,93501
1072,0000094,117030
1073,0000094,119433
1074,0000094,161208
1075,0000094,166025
1076,0000094,180524
1077,0000094,199449
1078,0000094,843
1079,0000094,844
1080,0000094,845
1081,0000094,846
1082,0000094,847
1083,0000094,848
1084,0000094,849
1085,0000094,850
1086,0000094,11249
1087,0000094,13771
1088,0000094,13772
1089,0000094,13773
1090,0000094,15340
1091,0000094,15341
1092,0000094,15342
1093,0000094,15343
1094,0000094,15344
1095,0000094,15345
1096,0000094,16826
1097,0000094,17760
1098,0000094,17933
1099,0000094,17934
1100,0000094,21324
1101,0000094,21325
1102,0000094,23373
1103,0000094,23403
1104,0000094,23404
1105,0000094,23405
1106,0000094,23406
1107,0000094,24272
1108,0000094,24415
1109,0000094,25114
1110,0000094,26120
1111,0000094,26969
1112,0000094,26970
1113,0000094,26973
1114,0000094,26974
1115,0000094,26975
1116,0000094,26977
1117,0000094,26978
1118,0000094,26979
1119,0000094,26983
1120,0000094,26984
1121,0000094,26990
1122,0000094,26991
1123,0000094,28549
1124,0000094,29734
1125,0000094,30126
1126,0000094,40906
1127,0000094,40918
1128,0000094,40937
1129,0000094,40953
1130,0000094,44539
1131,0000094,44714
1132,0000094,47882
1133,0000094,50271
1134,0000094,50635
1135,0000094,50646
1136,0000094,51752
1137,0000094,51788
1138,0000094,51803
1139,0000094,51812
1140,0000094,51822
1141,0000094,51841
1142,0000094,51919
1143,0000094,52908
1144,0000094,54011
1145,0000094,54750
1146,0000094,58737
1147,0000094,58895
1148,0000094,58938
1149,0000094,58951
1150,0000094,59220
1151,0000094,60038
1152,0000094,68449
1153,0000094,69713
1154,0000094,69722
1155,0000094,69733
1156,0000094,69746
1157,0000094,71744
1158,0000094,75814
1159,0000094,75977
1160,0000094,75987
1161,0000094,76015
1162,0000094,77322
1163,0000094,77418
1164,0000094,80099
1165,0000094,84682
1166,0000094,85106
1167,0000094,87331
1168,0000094,92906
1169,0000094,97121
1170,0000094,97191
1171,0000094,101232
1172,0000094,106858
1173,0000094,107745
1174,0000094,109249
1175,0000094,109785
1176,0000094,113593
1177,0000094,116383
1178,0000094,116423
1179,0000094,116465
1180,0000094,116485
1181,0000094,116812
1182,0000094,120517
1183,0000094,122999
1184,0000094,123724
1185,0000094,125045
1186,0000094,123600
1187,0000094,124082
1188,0000094,125638
1189,0000094,124920
1190,0000094,128218
1191,0000094,127913
1192,0000094,142411
1193,0000094,144764
1194,0000094,144812
1195,0000094,144826
1196,0000094,155101
1197,0000094,160658
1198,0000094,162889
1199,0000094,162897
1200,0000094,162925
1201,0000094,162927
1202,0000094,162934
1203,0000094,162939
1204,0000094,163485
1205,0000094,164905
1206,0000094,184327
1207,0000094,190219
1208,0000094,190355
1209,0000094,192212
1210,0000094,194553
1211,0000094,197062
1212,0000094,206777
1213,0000094,210398
1214,0000094,212025
1215,0000094,212067
1216,0000094,212096
1217,0000094,212178
1218,0000094,214325
1219,0000094,217183
1220,0000094,221082
1221,0000094,224888
1222,0000094,226082
1223,0000094,226801
1224,0000094,226795
1225,0000094,226791
1226,0000094,226779
1227,0000094,226728
1228,0000094,226726
1229,0000094,227804
1230,0000094,227801
1231,0000094,227893
1232,0000094,19480
1233,0000094,21133
1234,0000094,35728
1235,0000094,58869
1236,0000094,138889
1237,0000094,141580
1238,0000094,54672
1239,0000094,62046
1240,0000094,94232
1241,0000094,130360
1242,0000094,169850
1243,0000094,195734
1244,0000094,197963
1245,0000094,198592
1246,0000094,202820
1247,0000094,211471
1248,0000094,63715
1249,0000094,63732
1250,0000094,79446
1251,0000094,79450
1252,0000094,79455
1253,0000094,110469
1254,0000094,110635
1255,0000094,163703
1256,0000094,177037
1257,0000094,181440
1258,0000094,204537
1259,0000095,8039
1260,0000095,45802
1261,0000095,73991
1262,0000096,28314
1263,0000096,156779
1264,0000096,5871
1265,0000096,42528
1266,0000096,8116
1267,0000096,8161
1268,0000096,6766
1269,0000096,6763
1270,0000096,324
1271,0000096,6768
1272,0000096,132664
1273,0000096,220132
1274,0000096,6762
1275,0000096,6764
1276,0000096,220097
1277,0000096,6767
1278,0000096,13247
1279,0000096,13267
1280,0000096,13268
1281,0000096,13229
1282,0000096,13256
1283,0000096,13243
1284,0000096,13257
1285,0000096,10698
1286,0000096,10705
1287,0000096,10678
1288,0000096,1397
1289,0000096,10683
1290,0000096,24010
1291,0000096,225835
1292,0000096,10677
1293,0000096,16546
1294,0000096,10699
1295,0000096,3728
1296,0000096,980
1297,0000096,30149
1298,0000096,3873
1299,0000096,2043
1300,0000096,1547
1301,0000096,1102
1302,0000096,220160
1303,0000096,5841
1304,0000096,7337
1305,0000096,14985
1306,0000096,19708
1307,0000096,35212
1308,0000096,42559
1309,0000096,42991
1310,0000096,43436
1311,0000096,69662
1312,0000096,82539
1313,0000096,160092
1314,0000096,186635
1315,0000096,94368
1316,0000096,134918
1317,0000096,130507
1318,0000096,143899
1319,0000096,147616
1320,0000096,221992
1321,0000096,194303
1322,0000096,194361
1323,0000096,216838
1324,0000096,216847
1325,0000097,34431
1326,0000097,34454
1327,0000097,34476
1328,0000097,49252
1329,0000097,204783
1330,0000097,204789
1331,0000097,204790
1332,0000097,204812
1333,0000097,204819
1334,0000097,204846
1335,0000097,204871
1336,0000097,204912
1337,0000097,34723
1338,0000097,99756
1339,0000097,99765
1340,0000097,101550
1341,0000097,101647
1342,0000097,190961
1343,0000098,29950
1344,0000099,36642
1345,0000100,42974
1346,0000101,33840
1347,0000101,6862
1348,0000101,70210
1349,0000101,2025
1350,0000101,7965
1351,0000101,202728
1352,0000101,52321
1353,0000101,74710
1354,0000101,216076
1355,0000101,76597
1356,0000102,31253
1357,0000102,113831
1358,0000102,33512
1359,0000102,10008
1360,0000102,166588
1361,0000102,8810
1362,0000102,3261
1363,0000102,9974
1364,0000102,6873
1365,0000102,80094
1366,0000102,166528
1367,0000102,26376
1368,0000102,59449
1369,0000102,62093
1370,0000102,186058
1371,0000102,59467
1372,0000102,104527
1373,0000102,105400
1374,0000102,166570
1375,0000102,166578
1376,0000102,174059
1377,0000102,174056
1378,0000102,220960
1379,0000103,1187
1380,0000103,67052
1381,0000103,68309
1382,0000103,68349
1383,0000103,75971
1384,0000103,85408
1385,0000103,115435
1386,0000103,124298
1387,0000103,136700
1388,0000104,2254
1389,0000104,3481
1390,0000104,21759
1391,0000104,204463
1392,0000104,220682
1393,0000105,27431
1394,0000106,7567
1395,0000106,88178
1396,0000106,70664
1397,0000107,34527
1398,0000108,14152
1399,0000108,23676
1400,0000108,45962
1401,0000108,75707
1402,0000108,79633
1403,0000108,159596
1404,0000108,17529
1405,0000108,29218
1406,0000108,18970
1407,0000108,6863
1408,0000108,52675
1409,0000108,52754
1410,0000108,10129
1411,0000108,39562
1412,0000108,209824
1413,0000108,27483
1414,0000108,33524
1415,0000108,137681
1416,0000108,38509
1417,0000108,35039
1418,0000108,218517
1419,0000108,4725
1420,0000108,182542
1421,0000108,5435
1422,0000108,50367
1423,0000108,142042
1424,0000108,4962
1425,0000108,2448
1426,0000108,53162
1427,0000108,1347
1428,0000108,9590
1429,0000108,20160
1430,0000108,113598
1431,0000108,17681
1432,0000108,160692
1433,0000108,41896
1434,0000108,48544
1435,0000108,186081
1436,0000108,48550
1437,0000108,49821
1438,0000108,51901
1439,0000108,62552
1440,0000108,55305
1441,0000108,67003
1442,0000108,71929
1443,0000108,3091
1444,0000108,3094
1445,0000108,12761
1446,0000108,24580
1447,0000108,24581
1448,0000108,29073
1449,0000108,62938
1450,0000108,67231
1451,0000108,70107
1452,0000108,98782
1453,0000108,142473
1454,0000108,91219
1455,0000108,144500
1456,0000108,97109
1457,0000108,103824
1458,0000108,107496
1459,0000108,159623
1460,0000108,215623
1461,0000108,171320
1462,0000108,204427
1463,0000108,204630
1464,0000109,35856
1465,0000109,73559
1466,0000110,26945
1467,0000111,20693
1468,0000111,20694
1469,0000111,151648
1470,0000111,191540
1471,0000112,12617
1472,0000112,6719
1473,0000112,93167
1474,0000112,144423
1475,0000113,28981
1476,0000113,112153
1477,0000114,40668
1478,0000114,55189
1479,0000114,55282
1480,0000114,59511
1481,0000114,59522
1482,0000114,64505
1483,0000114,68216
1484,0000114,68599
1485,0000114,68661
1486,0000114,75897
1487,0000114,79232
1488,0000114,80502
1489,0000114,80508
1490,0000114,80530
1491,0000114,127960
1492,0000114,13325
1493,0000114,20196
1494,0000114,30949
1495,0000114,43830
1496,0000114,51238
1497,0000114,54572
